,locus_tag,deg_id
5273,VC_RS05625,DNEG10030867
5274,VC_RS05630,DNEG10030868
5275,VC_RS05635,DNEG10030869
5276,VC_RS05640,DNEG10030870
5277,VC_RS05645,DNEG10030871
5278,VC_RS05650,DNEG10030872
5279,VC_RS05655,DNEG10030873
5280,VC_RS05660,DNEG10030874
5281,VC_RS05665,DNEG10030875
5282,VC_RS05675,DNEG10030876
5283,VC_RS05680,DEG10030237
5284,VC_RS05685,DNEG10030877
5285,VC_RS05690,DNEG10030878
5286,VC_RS05695,DNEG10030879
5287,VC_RS05700,DNEG10030880
5288,VC_RS05705,DNEG10030881
5289,VC_RS05710,DNEG10030882
5290,VC_RS05715,DEG10030238
5291,VC_RS05720,DNEG10030883
5292,VC_RS05725,DNEG10030884
5293,VC_RS05730,DNEG10030885
5294,VC_RS05735,DNEG10030886
5295,VC_RS05740,DNEG10030887
5296,VC_RS05745,DNEG10030888
5297,VC_RS05750,DNEG10030889
5298,VC_RS05755,DNEG10030890
5299,VC_RS05760,DEG10030240
5300,VC_RS05765,DNEG10030891
5301,VC_RS05770,DNEG10030892
5302,VC_RS05775,DNEG10030893
5303,VC_RS05780,DEG10030241
5304,VC_RS05785,DNEG10030894
5305,VC_RS05790,DNEG10030895
5306,VC_RS05795,DNEG10030896
5307,VC_RS05800,DNEG10030897
5308,VC_RS05805,DNEG10030898
5309,VC_RS05810,DNEG10030899
5310,VC_RS05815,DEG10030242
5311,VC_RS05820,DNEG10030900
5312,VC_RS05825,DNEG10030901
5313,VC_RS05830,DNEG10030902
5314,VC_RS05835,DNEG10030903
5315,VC_RS05840,DNEG10030904
5316,VC_RS05845,DNEG10030905
5317,VC_RS05850,DNEG10030906
5318,VC_RS05855,DNEG10030907
5319,VC_RS05860,DNEG10030908
5320,VC_RS05865,DNEG10030909
5321,VC_RS05870,DNEG10030910
5322,VC_RS05875,DNEG10030911
5323,VC_RS05880,DNEG10030912
5324,VC_RS05885,DEG10030244
5325,VC_RS05890,DNEG10030913
5326,VC_RS05895,DNEG10030914
5327,VC_RS05900,DNEG10030915
5328,VC_RS05905,DNEG10030916
5329,VC_RS05910,DNEG10030917
5330,VC_RS05915,DNEG10030918
5331,VC_RS05920,DEG10030245
5332,VC_RS05925,DNEG10030919
5333,VC_RS05930,DNEG10030920
5334,VC_RS05935,DNEG10030921
5335,VC_RS05940,DNEG10030922
5336,VC_RS05945,DNEG10030923
5337,VC_RS05950,DEG10030246
5338,VC_RS05975,DNEG10030924
5339,VC_RS05980,DEG10030247
5340,VC_RS05985,DEG10030248
5341,VC_RS05990,DEG10030249
5342,VC_RS05995,DEG10030251
5343,VC_RS06000,DNEG10030926
5344,VC_RS06005,DNEG10030928
5345,VC_RS06010,DNEG10030929
5346,VC_RS06015,DNEG10030930
5347,VC_RS06020,DEG10030253
5348,VC_RS06025,DNEG10030931
5349,VC_RS06030,DNEG10030932
5350,VC_RS06035,DNEG10030933
5351,VC_RS06040,DNEG10030934
5352,VC_RS06045,DNEG10030935
5353,VC_RS06050,DNEG10030936
5354,VC_RS06055,DNEG10030937
5355,VC_RS06060,DNEG10030938
5356,VC_RS06065,DNEG10030939
5357,VC_RS06070,DNEG10030940
5358,VC_RS06075,DNEG10030941
5359,VC_RS06080,DNEG10030942
5360,VC_RS06085,DEG10030254
5361,VC_RS06090,DEG10030255
5362,VC_RS06095,DNEG10030943
5363,VC_RS06100,DNEG10030944
5364,VC_RS06105,DNEG10030945
5365,VC_RS06110,DNEG10030946
5366,VC_RS06115,-
5367,VC_RS06120,DNEG10030948
5368,VC_RS06125,DEG10030256
5369,VC_RS06130,DEG10030257
5370,VC_RS06135,DEG10030258
5371,VC_RS06140,DNEG10030949
5372,VC_RS06145,DNEG10030950
5373,VC_RS06150,DNEG10030951
5374,VC_RS06155,DNEG10030952
5375,VC_RS18605,DEG10030259
5376,VC_RS06160,DEG10030260
5377,VC_RS06165,DNEG10030953
5378,VC_RS06170,DNEG10030954
5379,VC_RS06175,DNEG10030955
5380,VC_RS06180,DNEG10030956
5381,VC_RS06185,DNEG10030957
5382,VC_RS06190,DNEG10030958
5383,VC_RS06195,DNEG10030959
5384,VC_RS06200,DNEG10030960
5385,VC_RS06205,DNEG10030961
5386,VC_RS06210,DNEG10030962
5387,VC_RS06215,DNEG10030963
5388,VC_RS06220,DNEG10030964
5389,VC_RS06225,DNEG10030965
5390,VC_RS06230,DNEG10030966
5391,VC_RS06235,DEG10030261
5392,VC_RS06240,DNEG10030967
5393,VC_RS06245,DNEG10030968
5394,VC_RS06250,DEG10030262
5395,VC_RS06255,DNEG10030969
5396,VC_RS06260,DNEG10030970
5397,VC_RS06265,DNEG10030971
5398,VC_RS06270,DNEG10030972
5399,VC_RS06275,DNEG10030973
5400,VC_RS06280,DNEG10030974
5401,VC_RS06285,DNEG10030975
5402,VC_RS06290,DNEG10030976
5403,VC_RS06295,DNEG10030977
5404,VC_RS06300,DNEG10030978
5405,VC_RS06305,DNEG10030979
5406,VC_RS06310,DNEG10030981
5407,VC_RS06315,DNEG10030982
5408,VC_RS06320,DEG10030264
5409,VC_RS06325,DNEG10030983
5410,VC_RS06330,DEG10030265
5411,VC_RS06335,DNEG10030984
5412,VC_RS06340,DNEG10030985
5413,VC_RS06345,DNEG10030986
5414,VC_RS06350,DNEG10030987
5415,VC_RS06355,DNEG10030988
5416,VC_RS06360,DNEG10030989
5417,VC_RS06365,DNEG10030990
5418,VC_RS06375,DEG10030266
5419,VC_RS06380,DNEG10030991
5420,VC_RS06385,DEG10030267
5421,VC_RS06390,DNEG10030992
5422,VC_RS06395,DNEG10030993
5423,VC_RS06400,DNEG10030994
5424,VC_RS06405,DNEG10030995
5425,VC_RS06410,DNEG10030996
5426,VC_RS06415,DNEG10030997
5427,VC_RS06420,DNEG10030998
5428,VC_RS06425,DNEG10030999
5429,VC_RS06430,DNEG10031000
5430,VC_RS06435,DNEG10031001
5431,VC_RS06440,DNEG10031002
5432,VC_RS06445,DEG10030268
5433,VC_RS06450,DNEG10031003
5434,VC_RS06455,DNEG10031005
5435,VC_RS06460,DNEG10031007
5436,VC_RS06465,DNEG10031008
5437,VC_RS06470,DNEG10031009
5438,VC_RS06475,DNEG10031010
5439,VC_RS06480,DNEG10031011
5440,VC_RS06485,DNEG10031012
5441,VC_RS06490,DNEG10031013
5442,VC_RS06495,DNEG10031014
5443,VC_RS06500,DNEG10031015
5444,VC_RS06505,DNEG10031016
5445,VC_RS06510,DNEG10031017
5446,VC_RS06515,DNEG10031018
5447,VC_RS06520,DNEG10031019
5448,VC_RS06525,DNEG10031020
5449,VC_RS06530,DNEG10031021
5450,VC_RS06535,DNEG10031022
5451,VC_RS06540,DNEG10031023
5452,VC_RS06545,DNEG10031024
5453,VC_RS06550,DNEG10031025
5454,VC_RS06555,DNEG10031026
5455,VC_RS06560,DNEG10031027
5456,VC_RS06565,DNEG10031028
5457,VC_RS06570,DNEG10031029
5458,VC_RS06575,DNEG10031030
5459,VC_RS06580,DNEG10031031
5460,VC_RS06585,DNEG10031032
5461,VC_RS06590,DEG10030272
5462,VC_RS06595,DEG10030274
5463,VC_RS06600,DNEG10031033
5464,VC_RS06605,DNEG10031034
5465,VC_RS06610,DNEG10031035
5466,VC_RS06615,DNEG10031036
5467,VC_RS06620,DNEG10031037
5468,VC_RS06625,DNEG10031038
5469,VC_RS06630,DNEG10031039
5470,VC_RS06635,DNEG10031040
5471,VC_RS06640,DNEG10031041
5472,VC_RS06645,DNEG10031042
5473,VC_RS06650,DNEG10031043
5474,VC_RS06655,DNEG10031044
5475,VC_RS06660,DNEG10031045
5476,VC_RS06665,DNEG10031046
5477,VC_RS06670,DNEG10031047
5478,VC_RS06675,DNEG10031048
5479,VC_RS06680,DNEG10031049
5480,VC_RS06690,DNEG10031051
5481,VC_RS06695,DNEG10031053
5482,VC_RS06700,DNEG10031054
5483,VC_RS06705,DNEG10031055
5484,VC_RS06710,DNEG10031056
5485,VC_RS06715,DNEG10031057
5486,VC_RS06720,DNEG10031058
5487,VC_RS06725,DEG10030279
5488,VC_RS06730,DNEG10031059
5489,VC_RS06735,DNEG10031060
5490,VC_RS06740,DNEG10031061
5491,VC_RS06745,DNEG10031062
5492,VC_RS06750,DNEG10031063
5493,VC_RS06760,DEG10030280
5494,VC_RS06765,DNEG10031064
5495,VC_RS06770,DNEG10031065
5496,VC_RS06775,DNEG10031066
5497,VC_RS06780,DNEG10031067
5498,VC_RS06785,DNEG10031068
5499,VC_RS06790,DNEG10031069
5500,VC_RS06795,DNEG10031070
5501,VC_RS06800,DNEG10031071
5502,VC_RS06805,DNEG10031072
5503,VC_RS06810,DNEG10031073
5504,VC_RS06815,DNEG10031074
5505,VC_RS06820,DNEG10031075
5506,VC_RS06825,DNEG10031076
5507,VC_RS06830,DNEG10031077
5508,VC_RS06835,DNEG10031078
5509,VC_RS06840,DNEG10031079
5510,VC_RS06845,DNEG10032116
5511,VC_RS06850,DNEG10031081
5512,VC_RS06855,DNEG10031082
5513,VC_RS06860,DNEG10031083
5514,VC_RS06865,DEG10030282
5515,VC_RS06870,DNEG10031084
5516,VC_RS06875,DEG10030283
5517,VC_RS06880,DNEG10031085
5518,VC_RS18610,-
5519,VC_RS06885,DNEG10031086
5520,VC_RS06890,DNEG10031087
5521,VC_RS06895,DNEG10031088
5522,VC_RS06900,DNEG10031089
5523,VC_RS06905,DNEG10031090
5524,VC_RS06910,DNEG10031091
5525,VC_RS06915,DNEG10031092
5526,VC_RS06920,DNEG10031093
5527,VC_RS06925,DNEG10031094
5528,VC_RS06930,DEG10030284
5529,VC_RS06935,DNEG10031095
5530,VC_RS06940,DNEG10031096
5531,VC_RS06945,DNEG10031097
5532,VC_RS06950,DEG10030285
5533,VC_RS06955,DNEG10031098
5534,VC_RS06960,DNEG10031099
5535,VC_RS06965,DNEG10031100
5536,VC_RS06970,DEG10030286
5537,VC_RS06975,DNEG10031101
5538,VC_RS06980,DNEG10031102
5539,VC_RS06985,DNEG10031103
5540,VC_RS06990,DNEG10031104
5541,VC_RS06995,DNEG10031105
5542,VC_RS07000,DNEG10031106
5543,VC_RS07005,DNEG10031107
5544,VC_RS07010,DNEG10031108
5545,VC_RS07015,DEG10030287
5546,VC_RS07020,DEG10030288
5547,VC_RS07025,DNEG10031109
5548,VC_RS07030,DEG10030289
5549,VC_RS07035,DNEG10031110
5550,VC_RS07040,DEG10030293
5551,VC_RS07045,DEG10030294
5552,VC_RS07050,DEG10030292
5553,VC_RS07055,DNEG10031111
5554,VC_RS07060,DNEG10031112
5555,VC_RS07065,DNEG10031113
5556,VC_RS07070,DNEG10031114
5557,VC_RS07075,DNEG10031115
5558,VC_RS07080,DNEG10031116
5559,VC_RS07085,DEG10030293
5560,VC_RS07090,DEG10030294
5561,VC_RS07095,DNEG10031117
5562,VC_RS07100,DNEG10031122
5563,VC_RS07105,DNEG10031123
5564,VC_RS07110,DEG10030297
5565,VC_RS07115,DEG10030298
5566,VC_RS07120,DNEG10031124
5567,VC_RS07125,DNEG10031122
5568,VC_RS07130,DNEG10031123
5569,VC_RS07135,DEG10030297
5570,VC_RS07140,DEG10030298
5571,VC_RS07145,DNEG10031124
5572,VC_RS07150,-
5573,VC_RS07155,DEG10030300
5574,VC_RS07160,DNEG10031126
5575,VC_RS07165,DEG10030301
5576,VC_RS07170,DNEG10031127
5577,VC_RS07175,DEG10030302
5578,VC_RS07180,DEG10030303
5579,VC_RS07185,DEG10030304
5580,VC_RS07190,DNEG10031128
5581,VC_RS07195,DNEG10031129
5582,VC_RS07200,DNEG10031130
5583,VC_RS07205,DEG10030306
5584,VC_RS07210,DNEG10031131
5585,VC_RS07215,DNEG10031132
5586,VC_RS07220,DNEG10031133
5587,VC_RS07225,DNEG10031134
5588,VC_RS07230,DNEG10031135
5589,VC_RS07235,DNEG10031136
5590,VC_RS07240,DNEG10031137
5591,VC_RS07245,DNEG10031138
5592,VC_RS07250,DNEG10031139
5593,VC_RS07255,DNEG10031140
5594,VC_RS07260,DNEG10031141
5595,VC_RS07265,DNEG10031142
5596,VC_RS07270,DNEG10031143
5597,VC_RS07280,DEG10030307
5598,VC_RS07285,DNEG10031144
5599,VC_RS07290,DNEG10031145
5600,VC_RS07295,DNEG10031146
5601,VC_RS07300,DNEG10031147
5602,VC_RS07305,DNEG10031148
5603,VC_RS07310,DNEG10031149
5604,VC_RS07320,DEG10030308
5605,VC_RS07325,DEG10030309
5606,VC_RS07330,DNEG10031150
5607,VC_RS07335,DNEG10031151
5608,VC_RS07340,DEG10030310
5609,VC_RS07345,DNEG10031152
5610,VC_RS07350,DNEG10031153
5611,VC_RS07355,DNEG10031154
5612,VC_RS07360,DNEG10031155
5613,VC_RS07365,DEG10030311
5614,VC_RS07370,DNEG10031156
5615,VC_RS07375,DNEG10031157
5616,VC_RS07380,DNEG10031158
5617,VC_RS07385,DNEG10031159
5618,VC_RS07390,-
5619,VC_RS07395,-
5620,VC_RS07400,DEG10030312
5621,VC_RS07405,DNEG10031161
5622,VC_RS07410,DNEG10031162
5623,VC_RS07415,DNEG10031163
5624,VC_RS07420,-
5625,VC_RS07430,DNEG10031164
5626,VC_RS07435,DNEG10031165
5627,VC_RS07440,DNEG10031166
5628,VC_RS07445,-
5629,VC_RS07450,DNEG10031167
5630,VC_RS07455,DNEG10031168
5631,VC_RS07460,DNEG10031169
5632,VC_RS07465,DNEG10031170
5633,VC_RS07470,DNEG10031171
5634,VC_RS07475,DNEG10031172
5635,VC_RS07480,DNEG10031173
5636,VC_RS07485,DNEG10031174
5637,VC_RS07490,DNEG10031175
5638,VC_RS07495,DNEG10031176
5639,VC_RS07500,DNEG10031177
5640,VC_RS07505,DNEG10031178
5641,VC_RS07510,DNEG10031179
5642,VC_RS07515,DNEG10031180
5643,VC_RS07520,DNEG10031181
5644,VC_RS07525,DNEG10031182
5645,VC_RS07530,DNEG10031183
5646,VC_RS07535,DNEG10031184
5647,VC_RS07540,DNEG10031185
5648,VC_RS07545,DNEG10031186
5649,VC_RS07550,DNEG10031187
5650,VC_RS07555,DNEG10031188
5651,VC_RS07565,DNEG10031190
5652,VC_RS07570,DNEG10031191
5653,VC_RS07575,DNEG10031192
5654,VC_RS07580,DNEG10031193
5655,VC_RS07585,DNEG10031194
5656,VC_RS07590,DNEG10031195
5657,VC_RS07595,DNEG10031196
5658,VC_RS07600,DNEG10031197
5659,VC_RS07605,DNEG10031198
5660,VC_RS07610,DNEG10031199
5661,VC_RS07615,DEG10030315
5662,VC_RS07620,DNEG10031200
5663,VC_RS07625,DNEG10031201
5664,VC_RS07630,DNEG10031202
5665,VC_RS07635,DNEG10031203
5666,VC_RS07640,DNEG10031204
5667,VC_RS07645,DNEG10031205
5668,VC_RS07650,DNEG10031206
5669,VC_RS07655,DNEG10031207
5670,VC_RS07660,DNEG10031208
5671,VC_RS07665,DEG10030317
5672,VC_RS07670,DNEG10031209
5673,VC_RS07675,DNEG10031210
5674,VC_RS07680,DNEG10031211
5675,VC_RS07685,DNEG10031212
5676,VC_RS07690,DNEG10031213
5677,VC_RS07695,DNEG10031214
5678,VC_RS07700,DNEG10031215
5679,VC_RS07705,DNEG10031216
5680,VC_RS07710,DNEG10031217
5681,VC_RS07715,DNEG10031218
5682,VC_RS07720,DNEG10031219
5683,VC_RS07735,DNEG10031220
5684,VC_RS07740,DNEG10031221
5685,VC_RS07745,-
5686,VC_RS07750,DNEG10031222
5687,VC_RS07755,DNEG10031223
5688,VC_RS07760,DNEG10031224
5689,VC_RS07765,DNEG10031225
5690,VC_RS07770,DNEG10031226
5691,VC_RS07775,-
5692,VC_RS07780,DNEG10031227
5693,VC_RS07785,DNEG10031228
5694,VC_RS07790,DNEG10031229
5695,VC_RS07795,DNEG10031230
5696,VC_RS07800,DNEG10031231
5697,VC_RS07805,DNEG10031232
5698,VC_RS07810,DNEG10031233
5699,VC_RS07815,DEG10030318
5700,VC_RS07820,DNEG10031234
5701,VC_RS07825,DNEG10031235
5702,VC_RS07830,DEG10030319
5703,VC_RS07835,DNEG10031236
5704,VC_RS07840,DNEG10031237
5705,VC_RS07845,DNEG10031238
5706,VC_RS07855,DNEG10031239
5707,VC_RS07860,DNEG10031240
5708,VC_RS07865,DNEG10031241
5709,VC_RS07870,DNEG10031242
5710,VC_RS07880,DNEG10031243
5711,VC_RS07885,DNEG10031244
5712,VC_RS07890,DNEG10031245
5713,VC_RS07895,DEG10030320
5714,VC_RS07900,DNEG10031246
5715,VC_RS07905,DNEG10031247
5716,VC_RS07910,DNEG10031248
5717,VC_RS07915,DNEG10031249
5718,VC_RS07920,DNEG10031250
5719,VC_RS07925,DNEG10031251
5720,VC_RS07930,DEG10030321
5721,VC_RS07935,DNEG10031252
5722,VC_RS07940,DNEG10031253
5723,VC_RS07945,DNEG10031254
5724,VC_RS07950,DNEG10031255
5725,VC_RS07955,DEG10030322
5726,VC_RS07960,DNEG10031256
5727,VC_RS07965,DEG10030323
5728,VC_RS07970,DNEG10031257
5729,VC_RS18615,DNEG10031258
5730,VC_RS07975,DNEG10031259
5731,VC_RS07980,DNEG10031260
5732,VC_RS07985,DNEG10031261
5733,VC_RS07990,DNEG10031262
5734,VC_RS07995,DNEG10031263
5735,VC_RS08000,DNEG10031264
5736,VC_RS08005,DNEG10031265
5737,VC_RS08010,DNEG10031266
5738,VC_RS08015,DNEG10031267
5739,VC_RS08020,DNEG10031268
5740,VC_RS08025,DNEG10031269
5741,VC_RS08030,DNEG10031270
5742,VC_RS08035,DNEG10031271
5743,VC_RS08040,DEG10030326
5744,VC_RS08045,DEG10030327
5745,VC_RS08050,DNEG10031272
5746,VC_RS08055,DNEG10031273
5747,VC_RS08060,DNEG10031274
5748,VC_RS08065,DEG10030328
5749,VC_RS08070,DNEG10031275
5750,VC_RS08075,DNEG10031276
5751,VC_RS08080,DNEG10031277
5752,VC_RS08085,DNEG10031278
5753,VC_RS08090,DNEG10031279
5754,VC_RS08095,DNEG10031280
5755,VC_RS08100,DNEG10031281
5756,VC_RS08105,DNEG10031282
5757,VC_RS08110,DEG10030329
5758,VC_RS08115,DNEG10031283
5759,VC_RS08120,DEG10030330
5760,VC_RS08125,DNEG10031284
5761,VC_RS08130,DNEG10031285
5762,VC_RS08135,DNEG10031286
5763,VC_RS08140,DNEG10031287
5764,VC_RS08145,DNEG10031288
5765,VC_RS08150,DNEG10031289
5766,VC_RS08155,DNEG10031290
5767,VC_RS08160,DNEG10031291
5768,VC_RS08165,DNEG10031292
5769,VC_RS08170,DNEG10031293
5770,VC_RS08175,DNEG10031294
5771,VC_RS08180,DNEG10031295
5772,VC_RS08185,DNEG10031296
5773,VC_RS08190,DNEG10031297
5774,VC_RS08195,DEG10030331
5775,VC_RS08200,-
5776,VC_RS08205,DNEG10031298
5777,VC_RS08210,DNEG10031299
5778,VC_RS08215,DNEG10031300
5779,VC_RS08220,DNEG10031301
5780,VC_RS08225,DNEG10031302
5781,VC_RS08230,DNEG10031303
5782,VC_RS08235,DEG10030332
5783,VC_RS08240,DNEG10031304
5784,VC_RS08245,DNEG10031305
5785,VC_RS08250,DNEG10031306
5786,VC_RS08255,DNEG10031307
5787,VC_RS08260,DNEG10031308
5788,VC_RS08265,DNEG10031309
5789,VC_RS08270,DNEG10031310
5790,VC_RS08275,DNEG10031311
5791,VC_RS08280,DNEG10031312
5792,VC_RS08285,DNEG10031313
5793,VC_RS08290,DNEG10031314
5794,VC_RS08295,DNEG10031315
5795,VC_RS08300,DNEG10031316
5796,VC_RS08305,DNEG10031317
5797,VC_RS08310,DNEG10031318
5798,VC_RS08315,DNEG10031319
5799,VC_RS08320,DNEG10031320
5800,VC_RS08325,DNEG10031321
5801,VC_RS08330,DNEG10031322
5802,VC_RS08335,DEG10030334
5803,VC_RS08340,DNEG10031323
5804,VC_RS08345,DEG10030335
5805,VC_RS08350,DNEG10031324
5806,VC_RS08355,DNEG10031325
5807,VC_RS08360,DEG10030336
5808,VC_RS08365,DNEG10031326
5809,VC_RS08370,DNEG10031327
5810,VC_RS08375,DNEG10031328
5811,VC_RS08380,DNEG10031330
5812,VC_RS08385,DNEG10031331
5813,VC_RS08390,DEG10030338
5814,VC_RS08400,DNEG10031332
5815,VC_RS08405,DNEG10031333
5816,VC_RS08410,-
5817,VC_RS08415,DNEG10031334
5818,VC_RS08420,DNEG10031335
5819,VC_RS08425,DNEG10031336
5820,VC_RS08430,DNEG10031337
5821,VC_RS08435,DNEG10031339
5822,VC_RS08440,DNEG10031340
5823,VC_RS08445,DNEG10031341
5824,VC_RS08450,DNEG10031342
5825,VC_RS08455,DNEG10031343
5826,VC_RS08460,DNEG10031344
5827,VC_RS08465,DNEG10031345
5828,VC_RS08470,DNEG10031346
5829,VC_RS08475,DNEG10031347
5830,VC_RS08485,DNEG10031348
5831,VC_RS08490,-
5832,VC_RS08495,DNEG10031349
5833,VC_RS08500,DNEG10031350
5834,VC_RS08505,DNEG10031351
5835,VC_RS08510,DNEG10031352
5836,VC_RS08515,DNEG10031353
5837,VC_RS08520,DNEG10031354
5838,VC_RS08525,DNEG10031355
5839,VC_RS08530,DNEG10031356
5840,VC_RS08535,DNEG10031357
5841,VC_RS08540,DNEG10031358
5842,VC_RS08545,DNEG10031359
5843,VC_RS08550,DNEG10031360
5844,VC_RS08555,DNEG10031361
5845,VC_RS08560,DNEG10031362
5846,VC_RS08565,DNEG10031363
5847,VC_RS08570,DNEG10031364
5848,VC_RS08575,DNEG10031365
5849,VC_RS08580,DNEG10031366
5850,VC_RS08585,DNEG10031367
5851,VC_RS08590,DNEG10031368
5852,VC_RS08595,DNEG10031370
5853,VC_RS08600,DNEG10031371
5854,VC_RS08605,DNEG10031372
5855,VC_RS08610,DNEG10031373
5856,VC_RS08615,DEG10030342
5857,VC_RS08620,DNEG10031374
5858,VC_RS08625,-
5859,VC_RS08630,DNEG10032381
5860,VC_RS08635,-
5861,VC_RS08640,DNEG10031376
5862,VC_RS08645,DNEG10031377
5863,VC_RS08650,DNEG10031378
5864,VC_RS08655,DNEG10031379
5865,VC_RS08660,DNEG10031380
5866,VC_RS08665,DNEG10031381
5867,VC_RS08670,-
5868,VC_RS08675,DNEG10031382
5869,VC_RS08680,DNEG10031383
5870,VC_RS08685,DNEG10031384
5871,VC_RS08690,DNEG10031385
5872,VC_RS08695,-
5873,VC_RS08700,DEG10030345
5874,VC_RS08705,DEG10030346
5875,VC_RS08710,DEG10030347
5876,VC_RS08715,DNEG10031386
5877,VC_RS08720,DNEG10031387
5878,VC_RS08725,DNEG10031388
5879,VC_RS08735,DNEG10031389
5880,VC_RS08740,DEG10030348
5881,VC_RS08745,DNEG10031390
5882,VC_RS08750,DNEG10031391
5883,VC_RS08755,DNEG10031392
5884,VC_RS08760,DNEG10031393
5885,VC_RS08765,DNEG10031394
5886,VC_RS08770,DNEG10031395
5887,VC_RS08775,DNEG10031396
5888,VC_RS08780,DNEG10031397
5889,VC_RS08785,DNEG10031398
5890,VC_RS08790,DNEG10031399
5891,VC_RS08795,DNEG10031400
5892,VC_RS08800,DNEG10031401
5893,VC_RS08805,DNEG10031402
5894,VC_RS08810,DNEG10031403
5895,VC_RS08815,DNEG10031404
5896,VC_RS08820,DNEG10031405
5897,VC_RS08825,DNEG10031406
5898,VC_RS08830,DNEG10031407
5899,VC_RS08835,DNEG10031408
5900,VC_RS08840,DNEG10031409
5901,VC_RS08845,DNEG10031410
5902,VC_RS08850,DEG10030351
5903,VC_RS08855,DEG10030352
5904,VC_RS08860,DEG10030353
5905,VC_RS08865,DNEG10031411
5906,VC_RS08870,DEG10030354
5907,VC_RS08875,DNEG10031412
5908,VC_RS08880,DNEG10031413
5909,VC_RS08885,DNEG10031414
5910,VC_RS08890,DNEG10031415
5911,VC_RS08895,DNEG10031416
5912,VC_RS08900,DNEG10031417
5913,VC_RS08905,DEG10030355
5914,VC_RS08910,DNEG10031418
5915,VC_RS08915,DNEG10031419
5916,VC_RS08920,DEG10030356
5917,VC_RS08925,DEG10030357
5918,VC_RS08930,DNEG10031420
5919,VC_RS08935,DNEG10031421
5920,VC_RS08940,DEG10030358
5921,VC_RS08945,DNEG10031422
5922,VC_RS08950,DNEG10031423
5923,VC_RS08955,DNEG10031424
5924,VC_RS08960,DNEG10031425
5925,VC_RS08965,DEG10030359
5926,VC_RS08970,DNEG10031426
5927,VC_RS08975,DNEG10031427
5928,VC_RS08980,DNEG10031428
5929,VC_RS08985,DNEG10031429
5930,VC_RS08990,DNEG10031430
5931,VC_RS08995,DNEG10031431
5932,VC_RS09000,DNEG10031432
5933,VC_RS09005,DNEG10031433
5934,VC_RS09010,DNEG10031434
5935,VC_RS09015,DNEG10031435
5936,VC_RS09020,DNEG10031436
5937,VC_RS09025,DNEG10031437
5938,VC_RS09030,DNEG10031438
5939,VC_RS09035,DNEG10031439
5940,VC_RS09040,DNEG10031440
5941,VC_RS09045,DNEG10031441
5942,VC_RS09050,DEG10030360
5943,VC_RS09055,DEG10030361
5944,VC_RS09060,DEG10030362
5945,VC_RS09065,DEG10030363
5946,VC_RS09070,DNEG10031442
5947,VC_RS09075,DNEG10031443
5948,VC_RS09080,DEG10030365
5949,VC_RS09085,DEG10030366
5950,VC_RS09090,DEG10030367
5951,VC_RS09095,DNEG10031444
5952,VC_RS09100,DNEG10031445
5953,VC_RS09105,DNEG10031446
5954,VC_RS09110,DNEG10031447
5955,VC_RS09115,DEG10030368
5956,VC_RS09120,DNEG10031448
5957,VC_RS09125,DNEG10031449
5958,VC_RS09130,DNEG10031450
5959,VC_RS09135,DNEG10031451
5960,VC_RS09140,DNEG10031452
5961,VC_RS09145,DNEG10031453
5962,VC_RS09150,DNEG10031454
5963,VC_RS09155,DNEG10031455
5964,VC_RS09160,DNEG10031456
5965,VC_RS09165,DNEG10031457
5966,VC_RS09170,DNEG10031458
5967,VC_RS09175,DNEG10031459
5968,VC_RS09180,DEG10030370
5969,VC_RS09185,DNEG10031460
5970,VC_RS09190,DNEG10031461
5971,VC_RS09195,DNEG10031462
5972,VC_RS09200,DNEG10031463
5973,VC_RS09205,DNEG10031464
5974,VC_RS09210,DNEG10031465
5975,VC_RS09215,DEG10030372
5976,VC_RS09220,DEG10030373
5977,VC_RS09225,DEG10030374
5978,VC_RS09230,DNEG10031466
5979,VC_RS09235,DEG10030375
5980,VC_RS09240,DEG10030376
5981,VC_RS09245,DNEG10031467
5982,VC_RS09250,DNEG10031468
5983,VC_RS09255,DNEG10031469
5984,VC_RS09260,DNEG10031470
5985,VC_RS09265,DNEG10031471
5986,VC_RS09270,DNEG10031472
5987,VC_RS09275,DNEG10031473
5988,VC_RS09280,-
5989,VC_RS09285,DNEG10031475
5990,VC_RS09290,DNEG10031476
5991,VC_RS09295,DNEG10031477
5992,VC_RS09300,DNEG10031478
5993,VC_RS09305,DNEG10031479
5994,VC_RS09310,DNEG10031480
5995,VC_RS09315,DNEG10031482
5996,VC_RS09320,DNEG10031483
5997,VC_RS09325,-
5998,VC_RS09330,DNEG10031485
5999,VC_RS09335,DEG10030378
6000,VC_RS09340,DNEG10031486
6001,VC_RS09345,DNEG10031487
6002,VC_RS09350,DNEG10031488
6003,VC_RS09355,DNEG10031489
6004,VC_RS09365,DNEG10031490
6005,VC_RS09370,DNEG10031491
6006,VC_RS09375,DNEG10031492
6007,VC_RS09380,DNEG10031493
6008,VC_RS09385,DNEG10031494
6009,VC_RS09390,DNEG10031495
6010,VC_RS09395,DNEG10031496
6011,VC_RS09400,DNEG10031497
6012,VC_RS09405,DNEG10031498
6013,VC_RS09410,DNEG10031499
6014,VC_RS09415,DNEG10031500
6015,VC_RS09420,DNEG10031501
6016,VC_RS09425,DNEG10031502
6017,VC_RS09430,DNEG10031503
6018,VC_RS09435,DEG10030383
6019,VC_RS09440,DNEG10031504
