,locus_tag,deg_id
44723,SWIT_RS00395,DNEG10280062
44724,SWIT_RS00400,DNEG10280063
44725,SWIT_RS00405,DNEG10280064
44726,SWIT_RS00410,DEG10280017
44727,SWIT_RS00415,DEG10280018
44728,SWIT_RS00420,DNEG10280065
44729,SWIT_RS00425,DEG10280019
44730,SWIT_RS00430,-
44731,SWIT_RS00435,DEG10280020
44732,SWIT_RS00440,DEG10280021
44733,SWIT_RS00445,DEG10280022
44734,SWIT_RS00450,DNEG10280066
44735,SWIT_RS00455,DNEG10280067
44736,SWIT_RS00460,DEG10280023
44737,SWIT_RS00465,DNEG10280068
44738,SWIT_RS00470,DNEG10280069
44739,SWIT_RS00475,DNEG10280070
44740,SWIT_RS00480,DEG10280024
44741,SWIT_RS00485,DNEG10280071
44742,SWIT_RS00490,DNEG10280072
44743,SWIT_RS00495,DNEG10280073
44744,SWIT_RS00500,DNEG10280074
44745,SWIT_RS00505,DNEG10280075
44746,SWIT_RS00510,DNEG10280076
44747,SWIT_RS00515,DEG10280025
44748,SWIT_RS00520,DNEG10280077
44749,SWIT_RS00525,DEG10280026
44750,SWIT_RS00530,DNEG10280078
44751,SWIT_RS28580,-
44752,SWIT_RS00535,DNEG10280079
44753,SWIT_RS00540,DEG10280027
44754,SWIT_RS00545,DNEG10280080
44755,SWIT_RS00550,DNEG10280081
44756,SWIT_RS00555,DNEG10280082
44757,SWIT_RS00560,DNEG10280083
44758,SWIT_RS00565,DNEG10280084
44759,SWIT_RS00570,DNEG10280085
44760,SWIT_RS00575,DNEG10280086
44761,SWIT_RS00580,DNEG10280087
44762,SWIT_RS00585,DNEG10280088
44763,SWIT_RS00590,DNEG10280089
44764,SWIT_RS00595,DNEG10280090
44765,SWIT_RS00600,DNEG10280091
44766,SWIT_RS00605,DEG10280028
44767,SWIT_RS00610,DEG10280029
44768,SWIT_RS00615,DNEG10280092
44769,SWIT_RS00620,DNEG10280093
44770,SWIT_RS00625,DNEG10280094
44771,SWIT_RS00630,DNEG10280095
44772,SWIT_RS00635,DNEG10280096
44773,SWIT_RS00640,DNEG10280097
44774,SWIT_RS00645,DNEG10280098
44775,SWIT_RS00650,DNEG10280099
44776,SWIT_RS00655,DNEG10280100
44777,SWIT_RS00660,-
44778,SWIT_RS00665,DNEG10280102
44779,SWIT_RS00670,DNEG10280103
44780,SWIT_RS00680,DNEG10280104
44781,SWIT_RS00685,DNEG10280105
44782,SWIT_RS00690,DNEG10280106
44783,SWIT_RS00695,DNEG10280107
44784,SWIT_RS00700,DNEG10280108
44785,SWIT_RS00705,DNEG10280109
44786,SWIT_RS00710,DNEG10280110
44787,SWIT_RS00715,DNEG10280111
44788,SWIT_RS00720,DNEG10280112
44789,SWIT_RS00725,DNEG10280113
44790,SWIT_RS00730,DNEG10280114
44791,SWIT_RS00735,DNEG10280115
44792,SWIT_RS00740,DNEG10280116
44793,SWIT_RS00745,DNEG10280117
44794,SWIT_RS00750,DNEG10280118
44795,SWIT_RS00755,DNEG10280119
44796,SWIT_RS00760,DNEG10280120
44797,SWIT_RS00765,DNEG10280121
44798,SWIT_RS00770,DNEG10280122
44799,SWIT_RS00775,DNEG10280123
44800,SWIT_RS00780,DNEG10280124
44801,SWIT_RS00785,DNEG10280125
44802,SWIT_RS27180,DNEG10280126
44803,SWIT_RS00795,DNEG10280127
44804,SWIT_RS00800,DNEG10280128
44805,SWIT_RS00805,DNEG10280129
44806,SWIT_RS00810,DNEG10280130
44807,SWIT_RS00815,DNEG10280131
44808,SWIT_RS00820,DNEG10280132
44809,SWIT_RS00825,DNEG10280133
44810,SWIT_RS00830,DNEG10280134
44811,SWIT_RS00835,DNEG10280135
44812,SWIT_RS00840,DNEG10280136
44813,SWIT_RS00845,DNEG10280137
44814,SWIT_RS00850,DNEG10280138
44815,SWIT_RS00855,DNEG10280139
44816,SWIT_RS00860,DEG10280030
44817,SWIT_RS00865,DEG10280031
44818,SWIT_RS00870,DNEG10280140
44819,SWIT_RS00875,DNEG10280141
44820,SWIT_RS27435,DNEG10280142
44821,SWIT_RS27440,DNEG10280143
44822,SWIT_RS00880,DNEG10280144
44823,SWIT_RS00885,DNEG10280145
44824,SWIT_RS00890,DNEG10280146
44825,SWIT_RS00895,DNEG10280147
44826,SWIT_RS00900,DNEG10280148
44827,SWIT_RS00905,DNEG10280149
44828,SWIT_RS00910,DNEG10280150
44829,SWIT_RS00915,-
44830,SWIT_RS00920,DNEG10280151
44831,SWIT_RS00925,DNEG10280152
44832,SWIT_RS27185,DNEG10280153
44833,SWIT_RS00935,DNEG10280154
44834,SWIT_RS00940,DNEG10280155
44835,SWIT_RS00945,DNEG10280156
44836,SWIT_RS00950,DNEG10280157
44837,SWIT_RS00955,DNEG10280158
44838,SWIT_RS00960,DNEG10280159
44839,SWIT_RS00965,DNEG10280160
44840,SWIT_RS00970,DEG10280032
44841,SWIT_RS00975,DNEG10280161
44842,SWIT_RS00980,DNEG10280162
44843,SWIT_RS00985,DNEG10280163
44844,SWIT_RS00990,DNEG10280164
44845,SWIT_RS00995,DNEG10280165
44846,SWIT_RS01000,-
44847,SWIT_RS01005,DNEG10280167
44848,SWIT_RS01015,DNEG10280168
44849,SWIT_RS01020,DNEG10280169
44850,SWIT_RS01025,DEG10280033
44851,SWIT_RS01030,DNEG10280170
44852,SWIT_RS01035,DNEG10280171
44853,SWIT_RS01040,DNEG10280172
44854,SWIT_RS01045,DNEG10280173
44855,SWIT_RS01050,DNEG10280174
44856,SWIT_RS27445,DNEG10280175
44857,SWIT_RS01055,DNEG10280176
44858,SWIT_RS01060,DNEG10280177
44859,SWIT_RS01065,DNEG10280178
44860,SWIT_RS01070,DNEG10280179
44861,SWIT_RS01075,DNEG10280180
44862,SWIT_RS01080,DNEG10280181
44863,SWIT_RS01085,DNEG10280182
44864,SWIT_RS01090,DNEG10280183
44865,SWIT_RS01095,DNEG10280184
44866,SWIT_RS01100,DNEG10280185
44867,SWIT_RS01105,DNEG10280186
44868,SWIT_RS01110,DNEG10280187
44869,SWIT_RS01115,DNEG10280188
44870,SWIT_RS01120,-
44871,SWIT_RS01125,-
44872,SWIT_RS01130,DNEG10280191
44873,SWIT_RS01135,DNEG10280192
44874,SWIT_RS01140,DNEG10280193
44875,SWIT_RS01145,DEG10280034
44876,SWIT_RS01150,DNEG10280194
44877,SWIT_RS01155,DNEG10280195
44878,SWIT_RS01160,DNEG10280196
44879,SWIT_RS01165,DNEG10280197
44880,SWIT_RS01170,DNEG10280198
44881,SWIT_RS01175,DNEG10280199
44882,SWIT_RS01180,DNEG10280200
44883,SWIT_RS01185,DNEG10280201
44884,SWIT_RS01190,DNEG10280202
44885,SWIT_RS01195,DNEG10280203
44886,SWIT_RS01200,DEG10280035
44887,SWIT_RS01205,DEG10280036
44888,SWIT_RS01210,DNEG10280204
44889,SWIT_RS01215,DNEG10280205
44890,SWIT_RS01220,DEG10280037
44891,SWIT_RS01225,DNEG10280206
44892,SWIT_RS01230,DNEG10280207
44893,SWIT_RS01235,DNEG10280208
44894,SWIT_RS01240,DNEG10280209
44895,SWIT_RS01245,DNEG10280210
44896,SWIT_RS01250,DEG10280038
44897,SWIT_RS01255,-
44898,SWIT_RS01260,DNEG10280211
44899,SWIT_RS01265,DNEG10280212
44900,SWIT_RS01270,DNEG10280213
44901,SWIT_RS01275,DNEG10280214
44902,SWIT_RS01280,DNEG10280215
44903,SWIT_RS01285,DNEG10280216
44904,SWIT_RS01290,DNEG10280217
44905,SWIT_RS01295,DNEG10280218
44906,SWIT_RS01300,DNEG10280219
44907,SWIT_RS01305,DNEG10280220
44908,SWIT_RS01310,DNEG10280221
44909,SWIT_RS01315,DNEG10280222
44910,SWIT_RS01320,DNEG10280223
44911,SWIT_RS01325,DNEG10280224
44912,SWIT_RS01330,DNEG10280225
44913,SWIT_RS01335,DNEG10280226
44914,SWIT_RS01340,DNEG10280227
44915,SWIT_RS01345,DNEG10280228
44916,SWIT_RS01350,DNEG10280229
44917,SWIT_RS01355,DNEG10280230
44918,SWIT_RS01360,DNEG10280231
44919,SWIT_RS01365,DNEG10280232
44920,SWIT_RS01370,DNEG10280233
44921,SWIT_RS01375,DNEG10280234
44922,SWIT_RS01380,DNEG10280235
44923,SWIT_RS01385,DNEG10280236
44924,SWIT_RS01390,DNEG10280237
44925,SWIT_RS01395,DNEG10280238
44926,SWIT_RS01400,DNEG10280239
44927,SWIT_RS01405,-
44928,SWIT_RS01410,DNEG10280241
44929,SWIT_RS01415,DNEG10280242
44930,SWIT_RS01420,DNEG10280243
44931,SWIT_RS01425,DNEG10280244
44932,SWIT_RS01430,DNEG10280245
44933,SWIT_RS01435,DNEG10280246
44934,SWIT_RS01440,DNEG10280247
44935,SWIT_RS01445,DNEG10280248
44936,SWIT_RS01450,DNEG10280249
44937,SWIT_RS01455,DNEG10280250
44938,SWIT_RS01460,DNEG10280251
44939,SWIT_RS01465,DNEG10280252
44940,SWIT_RS01470,DNEG10280253
44941,SWIT_RS01475,DNEG10280254
44942,SWIT_RS01480,DNEG10280255
44943,SWIT_RS01485,DNEG10280256
44944,SWIT_RS01490,DNEG10280257
44945,SWIT_RS01495,DNEG10280258
44946,SWIT_RS01500,DNEG10280259
44947,SWIT_RS01505,DNEG10280260
44948,SWIT_RS01510,DNEG10280261
44949,SWIT_RS01515,DNEG10280262
44950,SWIT_RS01520,DNEG10280263
44951,SWIT_RS01525,DNEG10280264
44952,SWIT_RS01530,DNEG10280265
44953,SWIT_RS01535,DNEG10280266
44954,SWIT_RS01540,DNEG10280267
44955,SWIT_RS01545,DNEG10280268
44956,SWIT_RS01550,DNEG10280269
44957,SWIT_RS01555,DNEG10280270
44958,SWIT_RS01560,DNEG10280271
44959,SWIT_RS01565,DNEG10280272
44960,SWIT_RS01570,-
44961,SWIT_RS01575,DNEG10280274
44962,SWIT_RS01580,DNEG10280275
44963,SWIT_RS01585,DNEG10280276
44964,SWIT_RS01590,DNEG10280277
44965,SWIT_RS01595,DNEG10280278
44966,SWIT_RS01600,DNEG10280279
44967,SWIT_RS01605,DNEG10280280
44968,SWIT_RS01610,DNEG10280281
44969,SWIT_RS01615,DNEG10280282
44970,SWIT_RS01620,DNEG10280283
44971,SWIT_RS01625,DNEG10280284
44972,SWIT_RS01630,DNEG10280285
44973,SWIT_RS01635,DNEG10280286
44974,SWIT_RS01640,DNEG10280287
44975,SWIT_RS01645,DNEG10280288
44976,SWIT_RS01650,DNEG10280289
44977,SWIT_RS01655,DNEG10280290
44978,SWIT_RS01660,DNEG10280291
44979,SWIT_RS01665,DNEG10280292
44980,SWIT_RS01670,DNEG10280293
44981,SWIT_RS01675,DNEG10280294
44982,SWIT_RS01680,DNEG10280295
44983,SWIT_RS01685,DNEG10280296
44984,SWIT_RS01690,DNEG10280297
44985,SWIT_RS01695,DNEG10280298
44986,SWIT_RS01700,DNEG10280299
44987,SWIT_RS01705,DNEG10280300
44988,SWIT_RS01710,DNEG10280301
44989,SWIT_RS01715,DNEG10280302
44990,SWIT_RS01720,DNEG10280303
44991,SWIT_RS01725,DNEG10280304
44992,SWIT_RS01730,DNEG10280305
44993,SWIT_RS01735,DNEG10280306
44994,SWIT_RS01740,DNEG10280307
44995,SWIT_RS01745,DNEG10280308
44996,SWIT_RS01750,DNEG10280309
44997,SWIT_RS01755,DNEG10280310
44998,SWIT_RS01760,DNEG10280311
44999,SWIT_RS01765,DNEG10280312
45000,SWIT_RS01770,DNEG10280313
45001,SWIT_RS01775,DNEG10280314
45002,SWIT_RS01780,DNEG10280315
45003,SWIT_RS01785,DNEG10280316
45004,SWIT_RS01790,DNEG10280317
45005,SWIT_RS27190,DNEG10280318
45006,SWIT_RS01800,DNEG10280319
45007,SWIT_RS01805,DNEG10280320
45008,SWIT_RS01810,DNEG10280321
45009,SWIT_RS01815,DNEG10280322
45010,SWIT_RS01820,DNEG10280323
45011,SWIT_RS01825,DNEG10280324
45012,SWIT_RS01830,DNEG10280325
45013,SWIT_RS01835,DNEG10280326
45014,SWIT_RS01840,DNEG10280327
45015,SWIT_RS01845,DNEG10280328
45016,SWIT_RS01850,DNEG10280329
45017,SWIT_RS01855,DNEG10280330
45018,SWIT_RS01860,DNEG10280331
45019,SWIT_RS01865,DNEG10280332
45020,SWIT_RS01870,DNEG10280333
45021,SWIT_RS01875,DNEG10280334
45022,SWIT_RS01880,DNEG10280335
45023,SWIT_RS01885,-
45024,SWIT_RS01890,DNEG10280336
45025,SWIT_RS01895,DNEG10280337
45026,SWIT_RS01900,DNEG10280338
45027,SWIT_RS01905,DNEG10280339
45028,SWIT_RS01910,DNEG10280340
45029,SWIT_RS01915,DNEG10280341
45030,SWIT_RS01920,DNEG10280342
45031,SWIT_RS01925,DNEG10280343
45032,SWIT_RS01930,DNEG10280344
45033,SWIT_RS01940,DNEG10280345
45034,SWIT_RS01945,DEG10280040
45035,SWIT_RS01950,DNEG10280346
45036,SWIT_RS01955,DNEG10280347
45037,SWIT_RS28585,-
45038,SWIT_RS28590,-
45039,SWIT_RS01965,DNEG10280348
45040,SWIT_RS01970,DNEG10280349
45041,SWIT_RS01975,DNEG10280350
45042,SWIT_RS01980,DNEG10280351
45043,SWIT_RS01985,-
45044,SWIT_RS01990,DNEG10280352
45045,SWIT_RS01995,DEG10280041
45046,SWIT_RS02000,DNEG10280353
45047,SWIT_RS02005,DEG10280042
45048,SWIT_RS02010,DNEG10280354
45049,SWIT_RS02015,DEG10280043
45050,SWIT_RS02020,DNEG10280355
45051,SWIT_RS02025,DNEG10280356
45052,SWIT_RS02030,DEG10280044
45053,SWIT_RS02035,DNEG10280357
45054,SWIT_RS02040,DNEG10280358
45055,SWIT_RS02045,DNEG10280359
45056,SWIT_RS02050,DEG10280045
45057,SWIT_RS02055,DEG10280046
45058,SWIT_RS02060,DEG10280047
45059,SWIT_RS02065,DNEG10280360
45060,SWIT_RS02070,DNEG10280361
45061,SWIT_RS02075,DNEG10280362
45062,SWIT_RS02080,DNEG10280363
45063,SWIT_RS02085,DNEG10280364
45064,SWIT_RS02090,DNEG10280365
45065,SWIT_RS27455,-
45066,SWIT_RS02095,DNEG10280366
45067,SWIT_RS02100,DNEG10280367
45068,SWIT_RS02105,DNEG10280368
45069,SWIT_RS27195,DNEG10280369
45070,SWIT_RS02125,DNEG10280370
45071,SWIT_RS02130,DNEG10280371
45072,SWIT_RS02135,DNEG10280372
45073,SWIT_RS02140,DEG10280048
45074,SWIT_RS02145,DEG10280049
45075,SWIT_RS02150,DNEG10280373
45076,SWIT_RS02155,DNEG10280374
45077,SWIT_RS02160,DNEG10280375
45078,SWIT_RS02165,DNEG10280376
45079,SWIT_RS02170,DEG10280050
45080,SWIT_RS02175,DNEG10280377
45081,SWIT_RS02180,DNEG10280378
45082,SWIT_RS02185,DNEG10280379
45083,SWIT_RS02190,DEG10280051
45084,SWIT_RS02195,DNEG10280380
45085,SWIT_RS02200,DEG10280052
45086,SWIT_RS02205,DEG10280053
45087,SWIT_RS02210,DNEG10280381
45088,SWIT_RS02215,DNEG10280382
45089,SWIT_RS02220,DEG10280054
45090,SWIT_RS02225,DNEG10280383
45091,SWIT_RS02230,DNEG10280384
45092,SWIT_RS27200,DNEG10280385
45093,SWIT_RS02240,DEG10280055
45094,SWIT_RS02245,DNEG10280386
45095,SWIT_RS02250,DEG10280056
45096,SWIT_RS02255,DNEG10280387
45097,SWIT_RS02260,DNEG10280388
45098,SWIT_RS02265,DNEG10280389
45099,SWIT_RS02270,DEG10280057
45100,SWIT_RS02275,DEG10280058
45101,SWIT_RS02280,DEG10280059
45102,SWIT_RS02285,DNEG10280390
45103,SWIT_RS02290,DNEG10280391
45104,SWIT_RS02295,DNEG10280392
45105,SWIT_RS02300,DNEG10280393
45106,SWIT_RS02305,DEG10280060
45107,SWIT_RS02310,DEG10280061
45108,SWIT_RS02315,-
45109,SWIT_RS02320,DNEG10280394
45110,SWIT_RS02325,DNEG10280395
45111,SWIT_RS02330,DNEG10280396
45112,SWIT_RS02335,DEG10280062
45113,SWIT_RS02340,DEG10280063
45114,SWIT_RS02345,DEG10280064
45115,SWIT_RS02350,DEG10280065
45116,SWIT_RS02355,DNEG10280397
45117,SWIT_RS02360,DEG10280066
45118,SWIT_RS02365,DEG10280067
45119,SWIT_RS02370,DEG10280068
45120,SWIT_RS02375,DEG10280069
45121,SWIT_RS02380,DNEG10280398
45122,SWIT_RS02385,DNEG10280399
45123,SWIT_RS02390,DNEG10280400
45124,SWIT_RS02395,DNEG10280401
45125,SWIT_RS02400,DNEG10280402
45126,SWIT_RS02405,DNEG10280403
45127,SWIT_RS02410,DNEG10280404
45128,SWIT_RS02415,DEG10280070
45129,SWIT_RS02420,DNEG10280405
45130,SWIT_RS02430,DNEG10280406
45131,SWIT_RS02435,DNEG10280407
45132,SWIT_RS02440,DEG10280071
45133,SWIT_RS02445,DEG10280072
45134,SWIT_RS02450,DEG10280073
45135,SWIT_RS02455,DEG10280074
45136,SWIT_RS02460,DNEG10280408
45137,SWIT_RS02465,DNEG10280409
45138,SWIT_RS28595,-
45139,SWIT_RS02470,DNEG10280410
45140,SWIT_RS02475,-
45141,SWIT_RS02480,DNEG10280411
45142,SWIT_RS02485,DNEG10280412
45143,SWIT_RS02490,DEG10280075
45144,SWIT_RS02495,DEG10280076
45145,SWIT_RS02500,DEG10280077
45146,SWIT_RS02505,DNEG10280413
45147,SWIT_RS02510,DEG10280078
45148,SWIT_RS02520,DNEG10280414
45149,SWIT_RS02525,DNEG10280415
45150,SWIT_RS02530,DNEG10280416
45151,SWIT_RS02535,DNEG10280417
45152,SWIT_RS02540,DNEG10280418
45153,SWIT_RS02545,DNEG10280419
45154,SWIT_RS02550,DNEG10280420
45155,SWIT_RS02555,DNEG10280421
45156,SWIT_RS02560,DNEG10280422
45157,SWIT_RS02565,DNEG10280423
45158,SWIT_RS02570,DNEG10280424
45159,SWIT_RS02575,DNEG10280425
45160,SWIT_RS02580,DNEG10280426
45161,SWIT_RS02585,DNEG10280427
45162,SWIT_RS02590,DNEG10280428
45163,SWIT_RS02595,DEG10280079
45164,SWIT_RS02600,DNEG10280429
45165,SWIT_RS02605,DNEG10280430
45166,SWIT_RS02610,DNEG10280431
45167,SWIT_RS02615,DNEG10280432
45168,SWIT_RS02620,DEG10280080
45169,SWIT_RS02625,DNEG10280433
45170,SWIT_RS02630,DNEG10280434
45171,SWIT_RS02635,DNEG10280435
45172,SWIT_RS02640,DNEG10280436
45173,SWIT_RS02645,DNEG10280437
45174,SWIT_RS02650,-
45175,SWIT_RS02655,DNEG10280439
45176,SWIT_RS02660,DNEG10280440
45177,SWIT_RS02665,DNEG10280441
45178,SWIT_RS02670,DNEG10280442
45179,SWIT_RS02675,DNEG10280443
45180,SWIT_RS02680,DNEG10280444
45181,SWIT_RS02685,DNEG10280445
45182,SWIT_RS02690,DNEG10280446
45183,SWIT_RS02695,DNEG10280447
45184,SWIT_RS02700,DNEG10280448
45185,SWIT_RS02705,DNEG10280449
45186,SWIT_RS02710,DNEG10280450
45187,SWIT_RS02715,DNEG10280451
45188,SWIT_RS02720,DNEG10280452
45189,SWIT_RS02725,DNEG10280453
45190,SWIT_RS02730,DNEG10280454
45191,SWIT_RS02735,DNEG10280455
45192,SWIT_RS02740,DNEG10280456
45193,SWIT_RS27460,-
45194,SWIT_RS02745,DEG10280081
45195,SWIT_RS02750,DNEG10280457
45196,SWIT_RS02755,DNEG10280458
45197,SWIT_RS02765,DNEG10280459
45198,SWIT_RS02770,-
45199,SWIT_RS02775,DNEG10280460
45200,SWIT_RS02780,DNEG10280461
45201,SWIT_RS02785,DNEG10280462
45202,SWIT_RS02790,DNEG10280463
45203,SWIT_RS02795,-
45204,SWIT_RS02800,DNEG10280464
45205,SWIT_RS02805,DEG10280082
45206,SWIT_RS02815,DNEG10280465
45207,SWIT_RS02820,DNEG10280466
45208,SWIT_RS02825,DNEG10280467
45209,SWIT_RS02830,DNEG10280468
45210,SWIT_RS02835,DNEG10280469
45211,SWIT_RS02840,DNEG10280470
45212,SWIT_RS02845,DNEG10280471
45213,SWIT_RS02850,DNEG10280472
45214,SWIT_RS02855,DNEG10280473
45215,SWIT_RS02860,DNEG10280474
45216,SWIT_RS02865,DNEG10280475
45217,SWIT_RS02870,DNEG10280476
45218,SWIT_RS02875,DNEG10280477
45219,SWIT_RS02880,DNEG10280478
45220,SWIT_RS02885,DNEG10280479
45221,SWIT_RS02890,DEG10280083
45222,SWIT_RS02895,DNEG10280480
45223,SWIT_RS02900,DNEG10280481
45224,SWIT_RS02905,DNEG10280482
45225,SWIT_RS02910,DNEG10280483
45226,SWIT_RS02915,DNEG10280484
45227,SWIT_RS02920,DEG10280084
45228,SWIT_RS02925,DEG10280085
45229,SWIT_RS02930,DNEG10280485
45230,SWIT_RS02935,DNEG10280486
45231,SWIT_RS02940,DNEG10280487
45232,SWIT_RS02945,DNEG10280488
45233,SWIT_RS02950,DNEG10280489
45234,SWIT_RS02955,DNEG10280490
45235,SWIT_RS02960,DEG10280086
45236,SWIT_RS02965,DEG10280087
45237,SWIT_RS02970,DNEG10280491
45238,SWIT_RS02975,DNEG10280492
45239,SWIT_RS02980,DEG10280088
45240,SWIT_RS02985,DEG10280089
45241,SWIT_RS02990,DNEG10280493
45242,SWIT_RS02995,DNEG10280494
45243,SWIT_RS03000,DNEG10280495
45244,SWIT_RS03005,DNEG10280496
45245,SWIT_RS03010,DNEG10280497
45246,SWIT_RS03015,DNEG10280498
45247,SWIT_RS03020,DEG10280090
45248,SWIT_RS03025,DNEG10280499
45249,SWIT_RS03035,DNEG10280500
45250,SWIT_RS03040,DEG10280091
45251,SWIT_RS03045,DEG10280092
45252,SWIT_RS03050,DEG10280093
45253,SWIT_RS03055,DNEG10280502
45254,SWIT_RS03060,DNEG10280503
45255,SWIT_RS03065,DEG10280094
45256,SWIT_RS03070,DEG10280095
45257,SWIT_RS03075,DNEG10280504
45258,SWIT_RS03080,DNEG10280505
45259,SWIT_RS03085,DNEG10280506
45260,SWIT_RS03090,DEG10280096
45261,SWIT_RS03095,-
45262,SWIT_RS03100,DNEG10280507
45263,SWIT_RS03105,DEG10280098
45264,SWIT_RS03110,DEG10280099
45265,SWIT_RS03115,DNEG10280508
45266,SWIT_RS03120,DNEG10280509
45267,SWIT_RS03125,DNEG10280510
45268,SWIT_RS03130,DNEG10280511
45269,SWIT_RS03135,DNEG10280512
45270,SWIT_RS03140,DNEG10280513
45271,SWIT_RS03145,DEG10280100
45272,SWIT_RS03150,DNEG10280514
45273,SWIT_RS03155,DEG10280101
45274,SWIT_RS03160,DEG10280102
45275,SWIT_RS03165,DEG10280103
45276,SWIT_RS03170,DEG10280104
45277,SWIT_RS03175,DEG10280105
45278,SWIT_RS03180,DNEG10280515
45279,SWIT_RS03185,DEG10280106
45280,SWIT_RS03190,DNEG10280516
45281,SWIT_RS03195,DNEG10280517
45282,SWIT_RS03200,-
45283,SWIT_RS03205,DNEG10280518
45284,SWIT_RS03210,DNEG10280519
45285,SWIT_RS03215,DNEG10280520
45286,SWIT_RS03220,DNEG10280521
45287,SWIT_RS03225,DNEG10280522
45288,SWIT_RS27465,-
45289,SWIT_RS03230,DEG10280107
45290,SWIT_RS03235,DNEG10280523
45291,SWIT_RS03240,-
45292,SWIT_RS03245,DEG10280108
45293,SWIT_RS03250,DNEG10280525
45294,SWIT_RS03255,DNEG10280526
45295,SWIT_RS03260,DNEG10280527
45296,SWIT_RS03265,DNEG10280528
45297,SWIT_RS03270,DNEG10280529
45298,SWIT_RS03275,DNEG10280530
45299,SWIT_RS03280,DNEG10280531
45300,SWIT_RS03285,DNEG10280532
45301,SWIT_RS03290,DNEG10280533
45302,SWIT_RS03295,DNEG10280534
45303,SWIT_RS03300,DEG10280109
45304,SWIT_RS03305,DNEG10280535
45305,SWIT_RS03310,DNEG10280536
45306,SWIT_RS03315,DNEG10280537
45307,SWIT_RS03320,DNEG10280538
45308,SWIT_RS03325,DNEG10280539
45309,SWIT_RS03330,DNEG10280540
45310,SWIT_RS03335,DNEG10280541
45311,SWIT_RS03340,DNEG10280542
45312,SWIT_RS03345,DNEG10280543
45313,SWIT_RS03350,DNEG10280544
45314,SWIT_RS03355,DEG10280110
45315,SWIT_RS03360,DNEG10280545
45316,SWIT_RS03365,DNEG10280546
45317,SWIT_RS03375,DNEG10280547
45318,SWIT_RS03380,DNEG10280548
45319,SWIT_RS27205,-
45320,SWIT_RS03390,DNEG10280549
45321,SWIT_RS03395,DEG10280111
45322,SWIT_RS03400,DNEG10280550
45323,SWIT_RS03405,DNEG10280551
45324,SWIT_RS03410,DNEG10280552
45325,SWIT_RS03415,DNEG10280553
45326,SWIT_RS03420,DNEG10280554
45327,SWIT_RS03425,DNEG10280555
45328,SWIT_RS03430,DNEG10280556
45329,SWIT_RS03435,DNEG10280557
45330,SWIT_RS03440,DNEG10280558
45331,SWIT_RS03445,DNEG10280559
45332,SWIT_RS03450,DNEG10280560
45333,SWIT_RS03455,DNEG10280561
45334,SWIT_RS28025,-
45335,SWIT_RS03465,DNEG10280562
45336,SWIT_RS03470,DNEG10280563
45337,SWIT_RS03475,DNEG10280564
45338,SWIT_RS03480,DNEG10280565
45339,SWIT_RS03485,DNEG10280566
45340,SWIT_RS03490,DNEG10280567
45341,SWIT_RS03495,DNEG10280568
45342,SWIT_RS03500,-
45343,SWIT_RS03505,DNEG10280569
45344,SWIT_RS03510,DNEG10280570
45345,SWIT_RS03515,DNEG10280571
45346,SWIT_RS03520,DNEG10280572
45347,SWIT_RS03525,DNEG10280573
45348,SWIT_RS03530,DNEG10280574
45349,SWIT_RS03535,DNEG10280575
45350,SWIT_RS03540,DNEG10280576
45351,SWIT_RS03545,DNEG10280577
45352,SWIT_RS03550,DNEG10280578
45353,SWIT_RS03555,DNEG10280579
45354,SWIT_RS03560,DNEG10280580
45355,SWIT_RS03565,DNEG10280581
45356,SWIT_RS03570,DNEG10280582
45357,SWIT_RS03575,DNEG10280583
45358,SWIT_RS03580,DNEG10280584
45359,SWIT_RS03585,DEG10280112
45360,SWIT_RS03590,DNEG10280585
45361,SWIT_RS03595,DNEG10280586
45362,SWIT_RS03600,DNEG10280587
45363,SWIT_RS03605,DNEG10280588
45364,SWIT_RS03610,DNEG10280589
45365,SWIT_RS03615,DNEG10280590
45366,SWIT_RS03620,DNEG10280591
45367,SWIT_RS03625,DNEG10280592
45368,SWIT_RS03630,DNEG10280593
45369,SWIT_RS03635,DNEG10280594
45370,SWIT_RS03640,DNEG10280595
45371,SWIT_RS03645,DNEG10280596
45372,SWIT_RS03650,DNEG10280597
45373,SWIT_RS03655,DNEG10280598
45374,SWIT_RS03660,DNEG10280599
45375,SWIT_RS03665,DNEG10280600
45376,SWIT_RS03670,DNEG10280601
45377,SWIT_RS03675,DNEG10280602
45378,SWIT_RS03680,DNEG10280603
45379,SWIT_RS27210,DNEG10280604
45380,SWIT_RS03690,DNEG10280605
45381,SWIT_RS03695,DNEG10280606
45382,SWIT_RS03700,DNEG10280607
45383,SWIT_RS03705,DNEG10280608
45384,SWIT_RS03710,DNEG10280609
45385,SWIT_RS03715,DNEG10280610
45386,SWIT_RS03720,DNEG10280611
45387,SWIT_RS03725,DNEG10280612
45388,SWIT_RS03730,DNEG10280613
45389,SWIT_RS03735,DNEG10280614
45390,SWIT_RS03740,DNEG10280615
45391,SWIT_RS03745,DNEG10280616
45392,SWIT_RS03750,DNEG10280617
45393,SWIT_RS03755,DNEG10280618
45394,SWIT_RS03760,DNEG10280619
45395,SWIT_RS03765,DNEG10280620
45396,SWIT_RS03770,DNEG10280621
45397,SWIT_RS03775,DNEG10280622
45398,SWIT_RS03780,DNEG10280623
45399,SWIT_RS03785,DNEG10280624
45400,SWIT_RS03790,DNEG10280625
